Timestamp,Ax,Ay,Az,Magnitude,ADC,Statut
07:31:51.737,-0.068,-0.968,-0.287,1.012,3.26,OK
07:31:51.792,-0.068,-0.969,-0.283,1.012,3.25,OK
07:31:51.847,-0.075,-0.961,-0.279,1.004,3.26,OK
07:31:51.909,-0.061,-0.954,-0.279,0.996,3.26,OK
07:31:51.964,-0.049,-0.981,-0.289,1.024,3.26,OK
07:31:52.023,-0.058,-0.981,-0.274,1.021,3.26,OK
07:31:52.080,-0.056,-0.945,-0.274,0.986,3.26,OK
07:31:52.139,-0.049,-0.978,-0.290,1.021,3.26,OK
07:31:52.199,-0.088,-0.962,-0.276,1.004,3.25,OK
07:31:52.262,-0.092,-0.991,-0.345,1.054,3.24,OK
07:31:52.323,-0.058,-0.944,-0.316,0.997,3.24,OK
07:31:52.381,-0.026,-0.967,-0.326,1.021,3.25,OK
07:31:52.447,-0.008,-0.970,-0.306,1.017,3.25,OK
07:31:52.506,0.006,-0.959,-0.302,1.006,3.25,OK
07:31:52.567,-0.006,-0.958,-0.286,1.000,3.25,OK
07:31:52.628,0.013,-0.942,-0.254,0.975,3.25,OK
07:31:52.696,-0.004,-0.960,-0.258,0.994,3.20,OK
07:31:52.757,-0.038,-0.941,-0.274,0.981,3.25,OK
07:31:52.816,0.016,-0.981,-0.303,1.027,3.24,OK
07:31:52.876,-0.029,-0.952,-0.279,0.993,3.24,OK
07:31:52.932,-0.020,-0.951,-0.298,0.997,3.24,OK
07:31:52.989,-0.006,-0.985,-0.280,1.024,3.22,OK
07:31:53.044,-0.011,-0.998,-0.258,1.031,3.22,OK
07:31:53.100,0.015,-0.970,-0.214,0.994,3.23,OK
07:31:53.159,0.024,-0.990,-0.228,1.016,3.23,OK
07:31:53.214,0.028,-0.979,-0.222,1.004,3.23,OK
07:31:53.268,0.028,-0.979,-0.220,1.004,3.23,OK
07:31:53.322,0.043,-0.967,-0.209,0.990,3.23,OK
07:31:53.385,0.036,-0.980,-0.217,1.005,3.20,OK
07:31:53.442,0.034,-0.984,-0.180,1.001,3.21,OK
07:31:53.496,0.032,-0.987,-0.182,1.004,3.22,OK
07:31:53.551,0.035,-1.001,-0.188,1.019,3.22,OK
07:31:53.611,0.033,-0.991,-0.192,1.010,3.22,OK
07:31:53.668,0.039,-1.004,-0.201,1.025,3.23,OK
07:31:53.726,0.049,-0.973,-0.184,0.992,3.23,OK
07:31:53.783,0.039,-1.001,-0.205,1.022,3.23,OK
07:31:53.838,0.026,-0.986,-0.192,1.005,3.23,OK
07:31:53.894,0.041,-0.986,-0.190,1.005,3.23,OK
07:31:53.950,0.037,-0.992,-0.181,1.009,3.23,OK
07:31:54.006,0.041,-0.999,-0.184,1.017,3.22,OK
07:31:54.063,0.049,-1.006,-0.187,1.025,3.19,OK
07:31:54.120,0.046,-0.979,-0.179,0.996,3.18,OK
07:31:54.176,0.048,-0.983,-0.172,0.999,3.21,OK
07:31:54.231,0.055,-0.967,-0.169,0.983,3.22,OK
07:31:54.287,0.052,-0.979,-0.176,0.996,3.23,OK
07:31:54.345,0.067,-0.989,-0.186,1.009,3.23,OK
07:31:54.400,0.045,-0.989,-0.181,1.007,3.24,OK
07:31:54.459,0.042,-0.993,-0.190,1.012,3.24,OK
07:31:54.516,0.051,-0.976,-0.165,0.991,3.24,OK
07:31:54.574,0.048,-0.989,-0.185,1.008,3.24,OK
07:31:54.628,0.051,-0.983,-0.187,1.002,3.25,OK
07:31:54.682,0.037,-0.986,-0.181,1.003,3.24,OK
07:31:54.736,0.048,-0.982,-0.167,0.997,3.24,OK
07:31:54.791,0.046,-0.991,-0.170,1.007,3.23,OK
07:31:54.847,0.052,-0.982,-0.164,0.997,3.23,OK
07:31:54.901,0.061,-0.983,-0.150,0.996,3.24,OK
07:31:54.955,0.054,-0.997,-0.165,1.012,3.24,OK
07:31:55.011,0.062,-0.995,-0.152,1.008,3.25,OK
07:31:55.068,0.073,-0.996,-0.140,1.009,3.25,OK
07:31:55.122,0.061,-1.016,-0.154,1.029,3.25,OK
07:31:55.176,0.056,-1.002,-0.136,1.013,3.25,OK
07:31:55.230,0.057,-0.996,-0.135,1.007,3.24,OK
07:31:55.284,0.057,-0.999,-0.159,1.013,3.24,OK
07:31:55.339,0.065,-0.997,-0.155,1.011,3.24,OK
07:31:55.393,0.076,-0.980,-0.146,0.994,3.24,OK
07:31:55.447,0.059,-1.000,-0.154,1.013,3.24,OK
07:31:55.502,0.068,-0.987,-0.136,0.998,3.25,OK
07:31:55.559,0.066,-1.010,-0.149,1.023,3.25,OK
07:31:55.614,0.053,-1.013,-0.146,1.024,3.24,OK
07:31:55.672,0.068,-0.984,-0.147,0.997,3.23,OK
07:31:55.726,0.057,-0.981,-0.149,0.994,3.23,OK
07:31:55.782,0.065,-0.966,-0.142,0.979,3.23,OK
07:31:55.837,0.069,-0.996,-0.149,1.009,3.24,OK
07:31:55.892,0.073,-0.993,-0.148,1.006,3.24,OK
07:31:55.951,0.068,-0.992,-0.145,1.005,3.24,OK
07:31:56.007,0.076,-0.981,-0.134,0.993,3.24,OK
07:31:56.063,0.072,-0.992,-0.139,1.004,3.24,OK
07:31:56.118,0.063,-0.985,-0.133,0.996,3.24,OK
07:31:56.171,0.076,-0.989,-0.146,1.003,3.24,OK
07:31:56.226,0.080,-0.988,-0.153,1.003,3.24,OK
07:31:56.282,0.073,-0.985,-0.149,0.999,3.23,OK
07:31:56.337,0.068,-0.999,-0.157,1.013,3.23,OK
07:31:56.394,0.073,-0.989,-0.153,1.004,3.22,OK
07:31:56.451,0.074,-0.989,-0.142,1.001,3.21,OK
07:31:56.506,0.066,-0.988,-0.145,1.001,3.21,OK
07:31:56.565,0.071,-1.002,-0.142,1.015,3.21,OK
07:31:56.620,0.073,-1.010,-0.119,1.019,3.21,OK
07:31:56.674,0.080,-1.006,-0.110,1.015,3.20,OK
07:31:56.731,0.068,-1.015,-0.139,1.027,3.20,OK
07:31:56.786,0.077,-0.993,-0.131,1.005,3.20,OK
07:31:56.841,0.070,-0.992,-0.144,1.005,3.19,OK
07:31:56.896,0.065,-1.012,-0.152,1.026,3.19,OK
07:31:56.952,0.073,-0.997,-0.124,1.008,3.20,OK
07:31:57.006,0.073,-1.005,-0.121,1.015,3.19,OK
07:31:57.061,0.065,-1.003,-0.122,1.013,3.20,OK
07:31:57.117,0.072,-1.003,-0.119,1.012,3.22,OK
07:31:57.172,0.081,-0.970,-0.118,0.980,3.22,OK
07:31:57.225,0.123,-0.990,-0.133,1.006,3.24,OK
07:31:57.280,0.094,-0.984,-0.140,0.998,3.25,OK
07:31:57.335,0.083,-0.989,-0.147,1.004,3.24,OK
07:31:57.390,0.077,-0.994,-0.149,1.008,3.25,OK
07:31:57.445,0.078,-0.988,-0.137,1.000,3.24,OK
07:31:57.503,0.071,-0.997,-0.136,1.009,3.25,OK
07:31:57.560,0.062,-1.005,-0.142,1.017,3.25,OK
07:31:57.615,0.062,-1.007,-0.131,1.017,3.25,OK
07:31:57.671,0.069,-1.010,-0.130,1.020,3.25,OK
07:31:57.729,0.066,-1.011,-0.129,1.021,3.25,OK
07:31:57.787,0.067,-1.010,-0.120,1.020,3.25,OK
07:31:57.842,0.069,-0.999,-0.133,1.010,3.25,OK
07:31:57.898,0.051,-0.993,-0.140,1.004,3.25,OK
07:31:57.953,0.054,-0.978,-0.141,0.990,3.25,OK
07:31:58.010,0.063,-0.984,-0.138,0.996,3.25,OK
07:31:58.066,0.072,-0.972,-0.117,0.982,3.25,OK
07:31:58.127,0.067,-0.984,-0.099,0.991,3.25,OK
07:31:58.183,0.077,-0.994,-0.094,1.002,3.26,OK
07:31:58.238,0.093,-1.004,-0.103,1.013,3.25,OK
07:31:58.292,0.076,-1.001,-0.116,1.011,3.25,OK
07:31:58.348,0.080,-1.010,-0.110,1.019,3.25,OK
07:31:58.403,0.067,-1.019,-0.117,1.028,3.25,OK
07:31:58.458,0.060,-1.003,-0.122,1.012,3.25,OK
07:31:58.516,0.065,-0.988,-0.107,0.996,3.25,OK
07:31:58.571,0.067,-0.996,-0.110,1.004,3.25,OK
07:31:58.626,0.069,-0.999,-0.119,1.009,3.25,OK
07:31:58.679,0.062,-0.992,-0.115,1.001,3.25,OK
07:31:58.733,0.046,-1.006,-0.112,1.014,3.25,OK
07:31:58.787,0.072,-1.017,-0.102,1.024,3.25,OK
07:31:58.842,0.064,-1.017,-0.118,1.026,3.25,OK
07:31:58.898,0.084,-1.020,-0.134,1.032,3.25,OK
07:31:58.952,0.080,-0.993,-0.138,1.005,3.24,OK
07:31:59.006,0.052,-0.988,-0.142,0.999,3.24,OK
07:31:59.060,0.060,-0.985,-0.147,0.998,3.24,OK
07:31:59.119,0.068,-0.999,-0.144,1.012,3.25,OK
07:31:59.172,0.068,-0.987,-0.137,0.999,3.24,OK
07:31:59.227,0.063,-0.988,-0.155,1.002,3.25,OK
07:31:59.281,0.058,-0.978,-0.135,0.989,3.29,OK
07:31:59.335,0.056,-0.982,-0.126,0.992,3.25,OK
07:31:59.390,0.067,-1.002,-0.125,1.012,3.25,OK
07:31:59.444,0.078,-1.003,-0.129,1.015,3.25,OK
07:31:59.498,0.068,-1.006,-0.135,1.017,3.25,OK
07:31:59.553,0.079,-1.001,-0.139,1.014,3.25,OK
07:31:59.606,0.070,-1.005,-0.142,1.017,3.25,OK
07:31:59.661,0.080,-0.990,-0.131,1.002,3.25,OK
07:31:59.715,0.082,-0.997,-0.132,1.009,3.25,OK
07:31:59.768,0.073,-0.985,-0.141,0.997,3.25,OK
07:31:59.822,0.077,-0.972,-0.142,0.985,3.25,OK
07:31:59.876,0.067,-0.981,-0.148,0.995,3.24,OK
07:31:59.930,0.074,-0.978,-0.151,0.993,3.25,OK
07:31:59.984,0.061,-0.985,-0.141,0.997,3.25,OK
07:32:00.037,0.074,-1.008,-0.122,1.018,3.25,OK
07:32:00.091,0.098,-1.025,-0.101,1.035,3.25,OK
07:32:00.145,0.083,-1.021,-0.106,1.029,3.25,OK
07:32:00.199,0.065,-0.999,-0.128,1.010,3.25,OK
07:32:00.253,0.069,-0.988,-0.138,1.000,3.25,OK
07:32:00.306,0.085,-0.994,-0.130,1.006,3.25,OK
07:32:00.360,0.073,-0.980,-0.128,0.991,3.25,OK
07:32:00.413,0.074,-0.993,-0.115,1.002,3.25,OK
07:32:00.467,0.084,-1.004,-0.121,1.014,3.25,OK
07:32:00.522,0.073,-0.981,-0.108,0.989,3.25,OK
07:32:00.578,0.076,-0.996,-0.108,1.005,3.25,OK
07:32:00.632,0.073,-1.005,-0.130,1.016,3.25,OK
07:32:00.687,0.079,-0.984,-0.131,0.996,3.25,OK
07:32:00.741,0.078,-0.996,-0.120,1.007,3.25,OK
07:32:00.794,0.101,-1.000,-0.090,1.009,3.25,OK
07:32:00.848,0.083,-1.009,-0.096,1.017,3.25,OK
07:32:00.902,0.067,-1.005,-0.121,1.015,3.25,OK
07:32:00.960,0.057,-0.992,-0.118,1.001,3.20,OK
07:32:01.015,0.062,-0.988,-0.112,0.996,3.26,OK
07:32:01.069,0.076,-0.998,-0.118,1.008,3.25,OK
07:32:01.122,0.076,-0.994,-0.110,1.002,3.25,OK
07:32:01.180,0.068,-1.006,-0.109,1.014,3.25,OK
07:32:01.234,0.072,-0.992,-0.098,1.000,3.25,OK
07:32:01.288,0.063,-1.002,-0.116,1.010,3.25,OK
07:32:01.343,0.059,-0.991,-0.111,0.998,3.25,OK
07:32:01.397,0.068,-1.005,-0.120,1.014,3.25,OK
07:32:01.451,0.059,-0.990,-0.121,0.999,3.25,OK
07:32:01.505,0.053,-0.997,-0.127,1.006,3.25,OK
07:32:01.559,0.063,-1.012,-0.115,1.020,3.25,OK
07:32:01.612,0.069,-1.016,-0.101,1.024,3.25,OK
07:32:01.666,0.053,-1.017,-0.107,1.024,3.25,OK
07:32:01.721,0.054,-0.998,-0.115,1.006,3.25,OK
07:32:01.774,0.074,-0.996,-0.110,1.005,3.25,OK
07:32:01.828,0.057,-0.995,-0.124,1.004,3.25,OK
07:32:01.882,0.046,-0.987,-0.116,0.995,3.24,OK
07:32:01.937,0.037,-1.030,-0.132,1.039,3.24,OK
07:32:01.991,0.024,-0.980,-0.115,0.987,3.22,OK
07:32:02.045,0.064,-0.999,-0.127,1.009,3.24,OK
07:32:02.099,0.092,-0.985,-0.152,1.001,3.24,OK
07:32:02.155,0.060,-0.980,-0.194,1.000,3.23,OK
07:32:02.210,0.097,-0.929,-0.180,0.951,3.23,OK
07:32:02.265,0.003,-0.990,-0.236,1.017,3.23,OK
07:32:02.320,0.008,-0.994,-0.218,1.017,3.23,OK
07:32:02.374,0.036,-0.982,-0.163,0.996,3.17,OK
07:32:02.427,0.072,-0.992,-0.158,1.007,2.69,OK
07:32:02.484,0.059,-1.005,-0.171,1.021,0.20,OK
07:32:02.538,0.043,-1.003,-0.188,1.021,0.21,OK
07:32:02.592,0.031,-0.970,-0.183,0.987,1.68,OK
07:32:02.646,0.060,-0.976,-0.205,0.999,2.81,OK
07:32:02.701,0.077,-0.984,-0.226,1.013,3.13,OK
07:32:02.755,0.039,-0.979,-0.215,1.003,2.98,OK
07:32:02.809,0.018,-1.013,-0.245,1.043,2.81,OK
07:32:02.863,0.066,-0.958,-0.203,0.982,3.02,OK
07:32:02.918,0.052,-0.976,-0.200,0.997,3.07,OK
07:32:02.973,0.054,-0.951,-0.190,0.971,3.08,OK
07:32:03.028,0.017,-0.975,-0.194,0.994,3.02,OK
07:32:03.083,0.013,-0.974,-0.188,0.992,2.83,OK
07:32:03.139,0.020,-0.995,-0.173,1.010,2.48,OK
07:32:03.194,0.036,-1.022,-0.195,1.041,2.20,OK
07:32:03.248,0.037,-0.987,-0.198,1.008,2.52,OK
07:32:03.302,0.036,-0.966,-0.202,0.987,2.53,OK
07:32:03.357,0.028,-0.966,-0.199,0.987,2.08,OK
07:32:03.411,0.018,-1.020,-0.202,1.040,1.86,OK
07:32:03.471,0.030,-1.014,-0.129,1.023,1.54,OK
07:32:03.525,0.010,-0.993,-0.152,1.005,1.52,OK
07:32:03.581,0.020,-1.001,-0.178,1.017,2.07,OK
07:32:03.635,0.013,-0.969,-0.195,0.989,2.02,OK
07:32:03.691,0.024,-0.997,-0.218,1.021,2.66,OK
07:32:03.746,0.020,-0.951,-0.174,0.967,2.78,OK
07:32:03.802,0.022,-0.985,-0.171,1.000,2.24,OK
07:32:03.857,0.038,-0.979,-0.133,0.989,1.71,OK
07:32:03.915,0.036,-0.988,-0.177,1.004,0.94,OK
07:32:03.969,0.011,-1.016,-0.208,1.037,0.73,OK
07:32:04.023,0.017,-0.972,-0.178,0.989,0.53,OK
07:32:04.078,0.009,-0.957,-0.168,0.972,0.25,OK
07:32:04.135,0.027,-0.988,-0.182,1.005,0.23,OK
07:32:04.189,0.043,-0.972,-0.177,0.989,0.22,OK
07:32:04.243,0.028,-0.996,-0.185,1.014,0.21,OK
07:32:04.297,0.021,-0.983,-0.174,0.999,0.21,OK
07:32:04.351,0.020,-0.995,-0.173,1.010,0.21,OK
07:32:04.405,0.027,-1.015,-0.168,1.029,0.21,OK
07:32:04.459,0.033,-1.017,-0.174,1.032,0.22,OK
07:32:04.512,0.033,-1.006,-0.164,1.020,0.44,OK
07:32:04.568,0.027,-0.995,-0.148,1.006,2.32,OK
07:32:04.622,0.017,-0.989,-0.158,1.002,2.93,OK
07:32:04.677,0.037,-0.972,-0.161,0.986,3.10,OK
07:32:04.730,0.051,-0.964,-0.168,0.980,3.16,OK
07:32:04.785,0.041,-0.975,-0.173,0.991,3.19,OK
07:32:04.839,0.019,-0.985,-0.170,0.999,3.20,OK
07:32:04.893,0.009,-0.997,-0.160,1.010,3.21,OK
07:32:04.947,0.025,-1.003,-0.162,1.016,3.22,OK
07:32:05.001,0.022,-0.983,-0.163,0.997,3.23,OK
07:32:05.056,0.020,-0.983,-0.175,0.998,3.23,OK
07:32:05.110,0.053,-0.984,-0.167,0.999,3.24,OK
07:32:05.164,0.051,-0.987,-0.164,1.002,3.20,OK
07:32:05.218,0.051,-0.984,-0.158,0.998,3.24,OK
07:32:05.272,0.034,-1.011,-0.162,1.025,3.24,OK
07:32:05.328,0.029,-1.005,-0.144,1.016,3.23,OK
07:32:05.382,0.030,-0.992,-0.146,1.003,3.21,OK
07:32:05.437,0.032,-0.984,-0.156,0.997,3.17,OK
07:32:05.491,0.026,-0.990,-0.161,1.003,3.14,OK
07:32:05.545,0.017,-0.989,-0.148,1.000,3.03,OK
07:32:05.600,0.022,-0.999,-0.141,1.009,2.96,OK
07:32:05.656,0.016,-1.000,-0.147,1.011,2.90,OK
07:32:05.714,0.031,-0.993,-0.144,1.004,0.25,OK
07:32:05.768,0.027,-0.997,-0.131,1.006,0.22,OK
07:32:05.823,0.025,-1.001,-0.121,1.009,0.21,OK
07:32:05.878,0.028,-1.002,-0.129,1.010,0.21,OK
07:32:05.931,0.027,-0.990,-0.131,0.999,0.21,OK
07:32:05.985,0.027,-1.016,-0.141,1.026,0.21,OK
07:32:06.039,0.027,-1.003,-0.133,1.012,0.21,OK
07:32:06.093,0.030,-0.998,-0.132,1.007,0.21,OK
07:32:06.147,0.033,-1.001,-0.134,1.010,0.21,OK
07:32:06.201,0.027,-0.999,-0.129,1.008,0.22,OK
07:32:06.258,0.035,-1.004,-0.127,1.012,2.51,OK
07:32:06.312,0.015,-0.998,-0.126,1.007,2.93,OK
07:32:06.366,0.031,-0.994,-0.121,1.002,3.06,OK
07:32:06.420,0.027,-0.991,-0.123,0.999,3.13,OK
07:32:06.475,0.025,-0.993,-0.131,1.002,3.16,OK
07:32:06.530,0.033,-0.986,-0.137,0.997,3.18,OK
07:32:06.586,0.029,-0.988,-0.152,1.000,3.18,OK
07:32:06.640,0.012,-1.000,-0.148,1.011,3.21,OK
07:32:06.694,0.006,-0.995,-0.134,1.004,3.23,OK
07:32:06.748,0.019,-0.987,-0.132,0.996,3.23,OK
07:32:06.804,0.046,-0.993,-0.137,1.003,3.23,OK
07:32:06.860,0.033,-1.008,-0.135,1.017,3.22,OK
07:32:06.914,0.027,-0.990,-0.123,0.998,3.21,OK
07:32:06.968,0.026,-1.003,-0.132,1.012,3.20,OK
07:32:07.022,0.029,-0.997,-0.126,1.006,3.19,OK
07:32:07.078,0.017,-0.997,-0.129,1.006,3.18,OK
07:32:07.133,0.019,-1.009,-0.132,1.018,3.18,OK
07:32:07.187,0.051,-1.001,-0.081,1.005,3.20,OK
07:32:07.244,0.071,-0.992,-0.111,1.001,3.19,OK
07:32:07.298,0.079,-0.953,-0.106,0.962,3.14,OK
07:32:07.352,0.079,-0.929,-0.117,0.939,2.99,OK
07:32:07.408,0.027,-0.930,-0.152,0.943,2.87,OK
07:32:07.462,0.005,-0.839,-0.177,0.857,2.83,OK
07:32:07.515,0.028,-0.846,-0.162,0.862,2.66,OK
07:32:07.569,0.016,-1.008,-0.154,1.020,2.86,OK
07:32:07.622,-0.005,-1.043,-0.072,1.046,2.90,OK
07:32:07.676,-0.031,-1.084,-0.036,1.085,2.85,OK
07:32:07.730,-0.047,-1.162,-0.084,1.166,2.80,OK
07:32:07.786,-0.054,-1.116,-0.053,1.118,2.78,OK
07:32:07.839,-0.034,-1.081,-0.091,1.086,2.86,OK
07:32:07.893,-0.027,-1.051,-0.093,1.056,2.98,OK
07:32:07.948,-0.017,-1.034,-0.092,1.039,2.94,OK
07:32:08.002,-0.021,-0.949,-0.072,0.952,2.95,OK
07:32:08.055,-0.045,-0.953,-0.077,0.958,2.89,OK
07:32:08.109,-0.030,-0.992,-0.059,0.994,2.70,OK
07:32:08.163,-0.036,-1.006,-0.042,1.008,2.14,OK
07:32:08.222,-0.035,-0.997,-0.017,0.998,0.74,OK
07:32:08.276,-0.022,-1.016,-0.046,1.018,0.16,OK
07:32:08.332,-0.039,-1.019,0.017,1.020,0.21,OK
07:32:08.385,0.006,-0.978,-0.051,0.979,1.30,OK
07:32:08.439,-0.035,-0.987,-0.045,0.988,2.26,OK
07:32:08.492,-0.039,-0.994,-0.020,0.995,2.09,OK
07:32:08.546,0.006,-1.008,-0.035,1.009,2.11,OK
07:32:08.599,-0.010,-1.005,-0.035,1.006,2.16,OK
07:32:08.652,-0.005,-0.998,-0.012,0.998,2.15,OK
07:32:08.707,-0.014,-1.008,-0.058,1.010,2.22,OK
07:32:08.761,-0.011,-1.010,-0.074,1.013,2.29,OK
07:32:08.814,-0.005,-1.008,-0.074,1.010,2.32,OK
07:32:08.868,-0.006,-1.003,-0.063,1.005,2.31,OK
07:32:08.921,-0.004,-1.010,-0.081,1.013,2.32,OK
07:32:08.975,0.002,-1.007,-0.066,1.009,2.30,OK
07:32:09.028,-0.044,-0.990,-0.009,0.991,2.26,OK
07:32:09.082,-0.004,-1.020,-0.116,1.027,2.30,OK
07:32:09.135,0.001,-1.013,-0.101,1.018,2.30,OK
07:32:09.188,-0.032,-0.988,0.013,0.989,0.16,OK
07:32:09.242,-0.003,-1.004,-0.054,1.006,0.22,OK
07:32:09.295,-0.002,-1.002,-0.045,1.003,0.45,OK
07:32:09.349,-0.010,-1.011,-0.086,1.015,0.56,OK
07:32:09.403,-0.005,-0.997,-0.042,0.998,0.61,OK
07:32:09.456,-0.012,-1.003,-0.075,1.006,0.54,OK
07:32:09.510,0.000,-1.016,-0.142,1.026,0.16,OK
